old_route_id_short,via_variant,old_direction,new_direction,replace_route_id,new_route_id_short,replace_via_variant,new_via_variant
36,2,Outbound,Charles River Loop via Forest Hills,0,,0,
36,3,Outbound,Dedham Line,0,,0,
36,4,Inbound,Forest Hills,0,,0,
36,5,Inbound,Forest Hills,0,,0,
36,5,Outbound,Rivermoor Industrial Park via VA Hospital,0,,0,
36,6,Outbound,Millennium Park via VA Hospital,0,,0,
36,7,Inbound,Roslindale Square,0,,0,
36,8,Inbound,Forest Hills,0,,0,
36,8,Outbound,VA Hospital,0,,0,
36,9,Inbound,Townsend & Humboldt,0,,0,
36,9,Outbound,Charles River Loop,0,,0,
36,A,Outbound,Charles River Loop,0,,0,
36,C,Inbound,Avenue Louis Pasteur via Forest Hills,0,,0,
36,G,Outbound,Millennium Park via VA Hospital,0,,0,
36,H,Inbound,Ashmont via Roslindale Square,0,,0,
37,_,Inbound,Forest Hills,0,,0,
37,_,Outbound,Baker & Vermont St,0,,0,
37,1,Inbound,Avenue Louis Pasteur via Forest Hills,0,,0,
37,1,Outbound,LaGrange St & Corey St via Forest Hills,0,,0,
37,3,Inbound,Forest Hills,0,,0,
37,3,Outbound,LaGrange St & Corey St,0,,0,
37,B,Inbound,Avenue Louis Pasteur via Forest Hills,0,,0,
37,D,Outbound,LaGrange & Corey,0,,0,
38,_,Inbound,Forest Hills,0,,0,
38,_,Outbound,Wren St,0,,0,
38,1,Outbound,Wren St,0,,0,
38,2,Inbound,Avenue Louis Pasteur,0,,0,
38,3,Inbound,Avenue Louis Pasteur,0,,0,
38,4,Outbound,Wren St via Forest Hills,0,,0,
38,7,Inbound,Forest Hills,1,3738,0,
38,7,Outbound,Baker St & Vermont St,1,3738,0,
38,A,Outbound,Wren St,0,,0,
38,C,Inbound,Avenue Louis Pasteur via JP Center,0,,0,
38,D,Inbound,Avenue Louis Pasteur via JP Center,0,,0,
39,3,Inbound,Back Bay,0,,0,
39,3,Outbound,Forest Hills,0,,0,
39,7,Inbound,Avenue Louis Pasteur,0,,0,
39,7,Outbound,Forest Hills,0,,0,
39,9,Outbound,Forest Hills,0,,0,
39,9,Inbound,Ashmont via Forest Hills,0,,0,
39,H,Inbound,Avenue Louis Pasteur,0,,0,
39,I,Inbound,Avenue Louis Pasteur,0,,0,
39,U,Outbound,Wren St via Forest Hills,0,,0,
39,V,Outbound,LaGrange & Corey via Forest Hills,0,,0,
39,W,Outbound,Charles River Loop via Forest Hills,0,,0,
39,X,Outbound,Dedham Line via Forest Hills,0,,0,
39,Y,Outbound,Wolcott Square via Forest Hills,0,,0,
39,Z,Outbound,Ashmont via Forest Hills,0,,0,
40,_,Inbound,Forest Hills,0,,0,
40,_,Outbound,Georgetowne,0,,0,
40,5,Inbound,Forest Hills,1,4050,0,
40,5,Outbound,Cleary Square,1,4050,0,
41,_,Inbound,JFK/UMass,0,,0,
41,_,Outbound,Centre St & Eliot St,0,,0,
41,1,Outbound,Centre St & Eliot St,0,,0,
411,1,Inbound,Malden,0,,0,
411,1,Outbound,Kennedy Dr,0,,0,
411,8,Inbound,Malden,0,,0,
411,8,Outbound,Jack Satter House,0,,0,
42,_,Inbound,Ruggles,0,,0,
42,_,Outbound,Forest Hills,0,,0,
42,1,Inbound,Dudley,0,,0,
42,1,Outbound,Forest Hills,0,,0,
424,_,Outbound,Eastern & Essex via Western Ave (Express),0,,0,
424,6,Inbound,Wonderland,0,,0,
424,6,Outbound,Easter & Essex via Western Ave (Express),0,,0,
426,_,Inbound,Haymarket via Cliftondale,0,,0,
426,_,Outbound,Central Square via Cliftondale,0,,0,
426,1,Inbound,Haymarket via Cliftondale,0,,0,
426,1,Outbound,West Lynn via Cliftondale,0,,0,
426,2,Outbound,Central Square,0,,0,
426,3,Outbound,Central Square,0,,0,
426,4,Outbound,Central Square,0,,0,
426,5,Inbound,Haymarket via Cliftondale,0,,0,
426,5,Outbound,Central Square via Cliftondale,0,,0,
426,6,Inbound,Wonderland via Cliftondale,0,,0,
426,7,Inbound,Wonderland via Cliftondale,0,,0,
426,7,Outbound,Central Square via Cliftondale,0,,0,
426,9,Outbound,Central Square via Cliftondale,0,,0,
428,_,Inbound,Haymarket via Cliftondale (Express),0,,0,
428,_,Outbound,Oaklandvale via Cliftondale (Express),0,,0,
428,1,Inbound,Haymarket via Cliftondale (Express),0,,0,
428,1,Outbound,Oaklandvale via Cliftondale (Express),0,,0,
429,_,Inbound,Central Square via Square One Mall,0,,0,
429,_,Outbound,Northgate Shopping Center via Square One Mall,0,,0,
429,1,Inbound,Central Square,0,,0,
429,1,Outbound,Northgate Shopping Center,0,,0,
429,2,Inbound,Central Square via Square One Mall,0,,0,
429,2,Outbound,Northgate Shopping Center via Square One Mall,0,,0,
429,3,Inbound,Central Square,0,,0,
429,3,Outbound,Kings Lynn,0,,0,
429,4,Inbound,Central Square,0,,0,
429,4,Outbound,Kings Lynn,0,,0,
43,_,Inbound,Park St & Tremont St,0,,0,
43,_,Outbound,Ruggles,0,,0,
430,1,Inbound,Malden via Square One Mall,0,,0,
430,1,Outbound,Saugus Center via Square One Mall,0,,0,
430,2,Inbound,Malden via Square One Mall & Kennedy Dr,0,,0,
430,2,Outbound,Saugus Center via Kennedy Dr & Square One Mall,0,,0,
430,5,Inbound,Malden,0,,0,
430,5,Outbound,Saugus Center,0,,0,
430,6,Inbound,Malden,0,,0,
430,6,Outbound,Saugus Center,0,,0,
430,7,Outbound,Square One Mall,0,,0,
431,_,Inbound,Central Square,0,,0,
431,_,Outbound,Neptune Towers,0,,0,
434,_,Inbound,Haymarket via Goodwins Circle & Western Ave (Express),0,,0,
434,_,Outbound,Peabody Square via Western Ave & Goodwins Circle (Express),0,,0,
435,_,Inbound,Central Square via Malls,0,,0,
435,_,Outbound,Liberty Tree Mall via North Shore Mall,0,,0,
435,1,Inbound,Neptune Towers via Pine Hill & Central Square,0,,0,
435,1,Outbound,Liberty Tree Mall via Pine Hill & North Shore Mall,0,,0,
435,2,Inbound,Central Square,0,,0,
435,3,Inbound,Central Square via Pine Hill,0,,0,
435,3,Outbound,Peabody Square via Pine Hill,0,,0,
435,4,Inbound,Central Square via Malls,0,,1,_
435,4,Outbound,Liberty Tree Mall via Danvers,0,,0,
435,5,Outbound,Danvers Square via Malls,0,,0,
436,_,Inbound,Central Square via Malls & Lynnfield St,0,,0,
436,_,Outbound,Liberty Tree via North Shore Mall & Lynnfield St,0,,0,
436,1,Inbound,Central Square via Lynnfield St,0,,0,
436,1,Outbound,North Shore Mall via Lynnfield St,0,,0,
436,2,Inbound,Central Square,0,,0,
436,2,Outbound,Goodwins Circle,0,,0,
436,8,Inbound,West Lynn Garage via Central Square,0,,0,
436,9,Inbound,West Lynn Garage via Central Square,0,,0,
439,_,Inbound,Central Square,0,,0,
439,_,Outbound,Nahant,0,,0,
439,1,Inbound,Central Square,0,,0,
439,2,Outbound,Nahant,0,,0,
439,9,Inbound,Vinnin Square via Central Square,0,,0,
439,9,Outbound,Nahant via Central Square,0,,0,
44,1,Inbound,Ruggles,0,,0,
44,1,Outbound,Jackson Square,0,,0,
441,_,Inbound,Haymarket via Paradise Rd & Central Square,0,,0,
441,_,Outbound,Marblehead via Central Square & Paradise Rd,0,,0,
441,5,Inbound,Wonderland via Paradise & Central Square,0,,0,
441,5,Outbound,Marblehead via Central Square & Paradise Rd,0,,0,
441,6,Inbound,Wonderland via Paradise Rd & Central Square,0,,0,
441,6,Outbound,Salem St & Humphrey St,0,,0,
441,7,Inbound,Wonderland via Paradise Rd & Central Square,0,,0,
441,7,Outbound,Marblehead via Central Square & Paradise Rd,0,,0,
441,8,Inbound,Wonderland via Paradise Rd & Central Square,0,,0,
441,8,Outbound,Vinnin Square via Central Square & Paradise Rd,0,
441,9,Inbound,West Lynn via Paradise Rd & Central Square,0,,0,
441,9,Outbound,Marblehead via Central Square & Paradise Rd,0,,0,
44,2,Outbound,Jackson Square,0,,0,
442,_,Inbound,Haymarket via Central Square & Humphrey St,0,,0,
442,_,Outbound,Marblehead via Central Square & Humphrey St,0,,0,
442,1,Inbound,Wonderland,1,441442,0,
442,1,Outbound,Central Square,1,441442,0,
442,5,Inbound,Wonderland via Central Square & Humphrey,0,,0,
442,5,Outbound,Marblehead via Central Square and Humphrey,0,,0
442,6,Inbound,Wonderland via Central Square & Humphrey,0,,0,
442,6,Outbound,Salem St & Humphrey St,0,,0,
442,7,Inbound,Wonderland via Central Square & Humphrey St,0,,0,
442,7,Outbound,Marblehead via Central Square & Humphrey St,0,,0,
442,8,Inbound,Wonderland via Central Square & Humphrey St,0,,0,
442,8,Outbound,Vinnin Square via Central Square & Humphrey St,0,,0,
442,9,Inbound,West Lynn via Central Square & Humphrey St,0,,0,
442,9,Outbound,Marblehead via Central Square & Humphrey St,0,,0,
44,3,Inbound,Ruggles,0,,1,1
44,3,Outbound,Jackson Square,0,,0,
448,_,Inbound,Downtown via Airport & Paradise Rd (Express),0,,0,
448,_,Outbound,Marblehead via Paradise St & Airport (Express),0,,0,
448,1,Inbound,Downtown & Airport via Paradise Rd & Central Square (Express),0,,0,
448,1,Outbound,Marblehead via Paradise Rd & Central Square (Express),0,,0,
448,2,Inbound,Downtown & Airport via Paradise Rd & Central Square (Express),0,,0,
448,2,Outbound,Marblehead via Paradise Rd & Central Square (Express),0,,0,
449,_,Inbound,Downtown via Airport & Humphrey St (Express),0,,0,
449,_,Outbound,Marblehead via Humphrey St & Airport (Express),0,,0,
449,1,Inbound,Downtown & Airport via Humphrey St & Central Square (Express),0,,0,
449,1,Outbound,Marblehead via Humphrey St & Central Square (Express),0,,0,
449,2,Inbound,Downtown & Airport via Humphrey St & Central Square (Express),0,,0,
449,2,Outbound,Marblehead via Humphrey St & Central Square (Express),0,,0,
45,_,Inbound,Ruggles,0,,0,
45,_,Outbound,Franklin Park,0,,0,
450,_,Inbound,Haymarket,0,,0,
450,_,Outbound,Salem Depot,0,,0,
450,6,Inbound,Wonderland,0,,0,
450,7,Inbound,Wonderland,0,,0,
450,7,Outbound,Salem Depot,0,,0,
450,8,Inbound,Haymarket,0,,0,
450,9,Inbound,West Lynn Garage,0,,0,
450,9,Outbound,Salem Depot,0,,0,
45,1,Inbound,Ruggles,0,,0,
45,1,Outbound,Ashmont,0,,0,
451,_,Inbound,Salem Depot via Cabot St,0,,0,
451,_,Outbound,North Beverly via Cabot St,0,,0,
451,1,Inbound,Salem Depot via Tozer Rd,0,,0,
451,1,Outbound,North Beverly via Tozer Rd,0,,0,
451,2,Inbound,Salem Depot via Cabot St,0,,0,
451,2,Outbound,Beverly Square via Cabot St,0,,0,
45,2,Inbound,Malcolm X Blvd,0,,0,
45,3,Inbound,Ruggles,0,,1,_
45,3,Outbound,Franklin Park,0,,0,
455,_,Inbound,Haymarket via Central Square,0,,0,
455,_,Outbound,Salem Depot via Central Square,0,,0,
455,1,Inbound,Haymarket via Central Square,0,,0,
455,2,Inbound,Central Square,0,,0,
455,3,Inbound,West Lynn via Central Square,0,,0,
455,3,Outbound,Eastern & Essex via Central Square,0,,0,
455,4,Inbound,Central Square,0,,0,
455,4,Outbound,Salem Depot via Central Square,0,,0,
455,5,Inbound,Wonderland,0,,0,
455,6,Inbound,Wonderland via Central Square,0,,0,
455,7,Inbound,Wonderland via Central Square,0,,0,
455,7,Outbound,Salem Depot via Central Square,0,,0,
455,8,Inbound,West Lynn via Central Square,0,,0,
455,8,Outbound,Salem Depot via Central Square,0,,0,
455,9,Inbound,West Lynn via Central Square,0,,0,
455,9,Outbound,Salem Depot via Central Square,0,,0,
456,_,Inbound,Central Square,0,,0,
456,_,Outbound,Salem Depot,0,,0,
456,9,Outbound,Salem Depot,0,,0,
459,_,Inbound,Downtown via Central Square & Airport (Express),0,,0,
459,_,Outbound,Salem Depot via Airport & Central Square (Express),0,,0,
465,_,Inbound,Salem Depot via Malls & Peabody Square,0,,0,
465,_,Outbound,Danvers Square via Peabody Square & Malls,0,,0,
468,_,Inbound,Salem Depot via North & Margin,0,,0,
468,_,Outbound,Danvers Square via North & Margin,0,,0,
47,3,Inbound,Boston Medical Center,0,,0,
47,3,Outbound,Central Square,0,,0,
47,8,Inbound,Broadway,0,,0,
47,8,Outbound,Central Square,0,,0,
48,_,Inbound,JP Loop via Jackson,0,,0,
48,_,Outbound,JP Loop Monument via Green St,0,,0,
50,_,Inbound,Forest Hills,0,,0,
50,_,Outbound,Cleary Square,0,,0,
500,_,Inbound,Downtown via Mass Pike,0,,0,
500,_,Outbound,Riverside (Express),0,,0,
501,_,Inbound,Downtown (Express),0,,0,
501,_,Outbound,Brighton Center (Express),0,,0,
501,1,Inbound,Downtown (Express),0,,1,_
501,1,Outbound,Brighton Center (Express),0,,0,
501,2,Inbound,Downtown (Express),0,,0,
501,3,Inbound,Downtown (Express),0,,0,
502,_,Inbound,Copley (Express),0,,0,
502,_,Outbound,Watertown (Express),0,,0,
502,2,Outbound,Watertown via Newtown Corner (Express),0,,0,
503,_,Inbound,Copley (Express),0,,0,
503,_,Outbound,Brighton Center via Cambridge St (Express),0,,0,
503,1,Inbound,Copley (Express),0,,0,
503,1,Outbound,Brighton Center (Express),0,,0,
504,_,Inbound,Downtown (Express),0,,0,
504,_,Outbound,Watertown (Express),0,,0,
504,2,Inbound,Downtown via Copley (Express),0,,0,
504,2,Outbound,Watertown via Copley (Express),0,,0,
504,3,Outbound,Watertown via Newton Corner (Express),0,,0,
505,_,Inbound,Downtown (Express),0,,0,
505,_,Outbound,Waltham Central Square (Express),0,,0,
505,1,Inbound,Downtown (Express),0,,0,
505,1,Outbound,Waltham Central Square (Express),0,,0,
51,_,Inbound,Forest Hills,0,,0,
51,_,Outbound,Reservoir,0,,0,
51,1,Inbound,Forest Hills,0,,0,
51,9,Inbound,Forest Hills,0,,0,
51,9,Outbound,Union Square Allston,0,,0,
52,_,Inbound,Watertown Yard,0,,0,
52,_,Outbound,Charles River Loop,0,,0,
52,1,Inbound,Watertown Yard,0,,0,
52,1,Outbound,Dedham Mall,0,,0,
52,3,Inbound,Newton Corner,0,,0,
52,4,Inbound,Watertown Yard,0,,0,
52,4,Outbound,Charles River Loop,0,,0,
52,5,Inbound,Watertown Yard,0,,0,
52,5,Outbound,Dedham Mall,0,,0,
52,6,Outbound,Charles River Loop via Winchester St,0,,0,
52,7,Inbound,Watertown Yard via Winchester St,0,,0,
52,7,Outbound,Dedham Mall via Winchester St,0,,0,
52,8,Inbound,Brighton Center,0,,0,
55,_,Inbound,Copley,0,,0,
55,_,Outbound,Queensberry St,0,,0,
55,1,Inbound,Park St via Copley,0,,0,
55,1,Outbound,Queensberry St,0,,0,
553,_,Inbound,Downtown (Express),0,,0,
553,_,Outbound,Roberts (Express),0,,0,
553,7,Inbound,Newton Corner,0,,0,
553,7,Outbound,Roberts,0,,0,
554,_,Inbound,Downtown (Express),0,,0,
554,_,Outbound,Waverley (Express),0,,0,
554,2,Inbound,Downtown via Trapelo Rd (Express),0,,0,
554,2,Outbound,Waverley via Trapelo Rd (Express),0,,0,
554,7,Outbound,Waverley,0,,0,
554,7,Inbound,Newton Corner,0,,0,
555,_,Inbound,Downtown via Copley,0,,0,
555,_,Outbound,Riverside via Copley,0,,0,
556,_,Inbound,Downtown (Express),0,,0,
556,_,Outbound,Waltham Highlands (Express),0,,0,
556,7,Inbound,Newton Corner,0,,0,
556,7,Outbound,Waltham Highlands,0,,0,
558,_,Inbound,Downtown (Express),0,,0,
558,_,Outbound,Riverside (Express),0,,0,
558,7,Inbound,Newton Corner,0,,0,
558,7,Outbound,Riverside,0,,0,
57,_,Inbound,Kenmore,0,,0,
57,_,Outbound,Watertown Yard,0,,0,
57,1,Inbound,Kenmore,1,57A,0,
57,1,Outbound,Oak Square,1,57A,0,
57,2,Outbound,Watertown Yard,0,,0,
57,3,Inbound,Kenmore,0,,0,
57,4,Inbound,Kenmore,0,,0,
57,5,Inbound,Union Square Allston,0,,0,
57,5,Outbound,Oak Square,0,,0,
57,6,Inbound,Ruggles via Kenmore,0,,0,
57,8,Outbound,Watertown Yard,0,,0,
57,A,Inbound,Kenmore,1,57A,1,_
57,A,Outbound,Oak Square,1,57A,1,_
57,C,Outbound,Watertown Yard,0,,0,
57,E,Inbound,Franklin Park via Union Square Allston,0,,0,
57,F,Inbound,Dudley via Union Square Allston,0,,0,
57,G,Inbound,Ruggles via Kenmore,0,,0,
59,_,Inbound,Watertown Square,0,,0,
59,_,Outbound,Needham Junction,0,,0,
59,2,Inbound,Watertown Square via Needham St,0,,0,
59,2,Outbound,Needham Junction via Needham St,0,,0,
59,3,Outbound,Needham Junction,0,,0,
60,_,Inbound,Kenmore,0,,0,
60,_,Outbound,Chestnut Hill Mall,0,,0,
60,2,Inbound,Kenmore,0,,0,
60,2,Outbound,Chestnut Hill Mall,0,,0,
60,3,Inbound,Brookline Village,0,,0,
60,3,Outbound,Chestnut Hill Mall,0,,0,
60,4,Outbound,Chestnut Hill Mall,0,,0,
62,3,Inbound,Alewife,0,,0,
62,3,Outbound,Bedford VA,0,,0,
62,4,Inbound,Alewife,0,,0,
62,4,Outbound,Bedford Center,0,,0,
62,5,Outbound,Arlington Heights,0,,0,
62,6,Outbound,Bedford VA (Express to Park Ave),0,,0,
627,_,Inbound,Alewife,0,,0,
627,_,Outbound,Bedford VA via Hanscom AFB,0,,0,
62,8,Inbound,Alewife,0,,0,
62,8,Outbound,Lexington Center,0,,0,
64,_,Inbound,University Park,0,,0,
64,_,Outbound,Oak Square,0,,0,
64,3,Outbound,Faneuil Square,0,,0,
64,6,Inbound,Kendall/MIT,0,,0,
64,6,Outbound,Oak Square,0,,0,
65,_,Inbound,Kenmore,0,,0,
65,_,Outbound,Brighton Center,0,,0,
66,1,Inbound,Dudley via Allston,0,,0,
66,1,Outbound,Union Square Allston via Brookline,0,,0,
66,2,Inbound,Dudley via Union Square Allston,0,,0,
66,3,Outbound,Union Square Allston via Brookline,0,,0,
66,4,Inbound,Franklin Park via Union Square Allston,0,,0,
66,5,Outbound,Brighton Center via Brookline,0,,0,
66,6,Inbound,Dudley via Allston,0,,0,
66,6,Outbound,Harvard via Allston,0,,0,
66,7,Inbound,Dudley via Allston,0,,0,
66,8,Outbound,Watertown Yard via Dudley,0,,0,
66,B,Inbound,Dudley,0,,0,
66,B,Outbound,Watertown Yard via Union Square Allston,0,
66,C,Inbound,Franklin Park via Dudley,0,,0,
67,4,Inbound,Alewife via Arlington Center,0,,0,
67,4,Outbound,Turkey Hill via Arlington Center,0,,0,
68,_,Inbound,Kendall/MIT,0,,0,
68,_,Outbound,Harvard,0,,0,
68,1,Inbound,Kendall/MIT,0,,0,
69,_,Inbound,Lechmere,0,,0,
69,_,Outbound,Harvard,0,,0,
69,1,Inbound,Lechmere,0,,0,
70,_,Inbound,Central Square,0,,0,
70,_,Outbound,Cedarwood,0,,0,
70,1,Inbound,University Park,0,,0,
70,1,Outbound,North Waltham,0,,0,
708,_,Outbound,Beth Israel (Limited Stops),0,,0,
708,1,Inbound,Andrew (Limited Stops),0,,0,
708,1,Outbound,Beth Israel (Limited Stops),0,,0,
70,2,Outbound,Watertown Square,0,,0,
70,3,Inbound,Central Square,0,,0,
70,3,Outbound,Waltham Center,0,,0,
70,4,Inbound,University Park,0,,0,
70,4,Outbound,North Waltham,0,,0,
70,5,Inbound,University Park,0,,0,
70,5,Outbound,Cedarwood,0,,0,
701,1,Inbound,Boston Medical Center (Limited Stops),0,,0,
708,_,Inbound,Andrew (Limited Stops),0,,0,
708,2,Inbound,Andrew (Limited Stops),0,,0,
708,2,Outbound,Boston Medical Center (Limited Stops),0,,0,
70A,1,Inbound,University Park,0,,0,
70A,1,Outbound,North Waltham,0,,0,
71,_,Inbound,Harvard,0,,0,
71,_,Outbound,Watertown Square,0,,0,
71,1,Inbound,Harvard,0,,0,
71,1,Outbound,Watertown Square,0,,0,
71,2,Inbound,Harvard,0,,1,1
71,2,Outbound,Watertown Square,0,,0,
71,3,Inbound,Harvard,0,,0,
71,D,Inbound,Harvard,0,,0,
71,D,Outbound,Watertown Square,0,,0,
710,_,Inbound,Wellington via Meadow Glen Mall,0,,0,
710,_,Outbound,Highland & Doonan via Meadow Glen Mall,0,,0,
710,1,Inbound,Super Stop & Shop via Meadow Glen Mall,0,,0,
710,1,Outbound,Highland & Doonan via Meadow Glen Mall,0,,0,
73,_,Inbound,Harvard,0,,0,
73,1,Inbound,Harvard,0,,0,
73,1,Outbound,Waverley,0,,0,
73,_,Outbound,Waverley,0,,0,
73,2,Inbound,Harvard,0,,1,1
73,2,Outbound,Waverley,0,,0,
73,D,Inbound,Harvard,0,,0,
73,D,Outbound,Waverley,0,,0,
73,S,Inbound,Harvard,0,,0,
74,_,Inbound,Harvard,0,,0,
74,_,Outbound,Belmont Center,0,,0,
74,D,Inbound,Harvard,0,,0,
74,D,Outbound,Belmont Center,0,,0,
741,_,Inbound,South Station,0,,0,
741,_,Outbound,Logan Airport,0,,0,
741,2,Inbound,South Station,0,,0,
742,_,Inbound,South Station,0,,0,
742,_,Outbound,Drydock,0,,0,
742,1,Inbound,South Station,0,,0,
742,1,Outbound,Drydock,0,,0,
742,3,Inbound,South Station,0,,0,
742,3,Outbound,Drydock,0,,1,_
743,1,Inbound,South Station,0,,0,
743,_,Inbound,South Station,0,,0,
743,_,Outbound,Chelsea,0,,0,
746,_,Inbound,South Station,0,,0,
746,_,Outbound,Silver Line Way,0,,0,
747,_,Inbound,Ruggles (Limited Stops),0,,0,
747,_,Outbound,Sullivan (Limited Stops),0,,0,
748,_,Inbound,Ruggles via Kendall/MIT (Limited Stops),0,,0,
748,_,Outbound,Sullivan via Kendall/MIT (Limited Stops),0,,0,
749,_,Inbound,Downtown,0,,0,
749,_,Outbound,Dudley,0,,0,
75,_,Inbound,Harvard,0,,0,
75,_,Outbound,Belmont Center,0,,0,
75,D,Inbound,Harvard,0,,0,
75,D,Outbound,Belmont Center,0,,0,
751,_,Inbound,South Station,0,,0,
751,_,Outbound,Dudley,0,,0,
751,1,Outbound,Dudley,0,
76,_,Inbound,Alewife,0,,0,
76,_,Outbound,Hanscom Civil Airport & Lincoln Lab,0,,0,
76,3,Inbound,Alewife,0,,0,
76,3,Outbound,Hanscom Civil Airport & Lincoln Lab,0,,0,
76,4,Inbound,Alewife,0,,0,
76,4,Outbound,Five Forks via Lexington Center,0,,0,
77,_,Inbound,Harvard,0,,0,
77,_,Outbound,Arlington Heights,0,,0,
77,4,Inbound,Harvard,0,,0,
77,4,Outbound,North Cambridge,0,,0,
77,D,Inbound,Harvard,0,,0,
77,D,Outbound,Arlington Heights,0,,0,
78,1,Inbound,Harvard,0,,0,
78,1,Outbound,Arlmont Village,0,,0,
78,2,Inbound,Harvard,0,,0,
78,2,Outbound,Arlington Heights,0,,0,
78,D,Inbound,Harvard,0,,0,
78,D,Outbound,Arlmont Village,0,,0,
78,E,Inbound,Harvard,0,,0,
78,E,Outbound,Arlington Heights,0,,0,
79,_,Inbound,Alewife,0,,0,
79,_,Outbound,Arlington Heights,0,,0,
79,1,Inbound,Alewife,0,,0,
80,_,Inbound,Lechmere,0,,0,
80,_,Outbound,Arlington Center,0,,0,
80,1,Outbound,Arlington Center,0,,0,
80,4,Inbound,Lechmere,0,,0
80,4,Outbound,Arlington Center,0,,0
83,1,Outbound,Rindge Ave,0,,0,
83,2,Outbound,Rindge Ave,0,,0,
84,1,Inbound,Alewife,0,,0,
84,1,Outbound,Arlmont Village,0,,0,
84,2,Inbound,Alewife,0,,1,1
84,2,Outbound,Arlmont Village,0,,1,1
86,_,Outbound,Sullivan,0,,0,
86,7,Inbound,Reservoir,0,,0,
86,8,Outbound,Sullivan,0,,0,
86,9,Inbound,Reservoir,0,,0,
86,9,Outbound,Harvard,0,,0,
87,_,Inbound,Lechmere,0,,0,
87,_,Outbound,Clarendon Hill,0,,0,
87,2,Inbound,Lechmere,0,,0,
87,2,Outbound,Arlington Center,0,,0,
88,3,Outbound,Clarendon Hill,0,,0,
89,_,Inbound,Sullivan,0,,0,
89,_,Outbound,Clarendon Hill,0,,0,
89,2,Inbound,Sullivan,0,,0,
89,2,Outbound,Davis,0,,0,
89,3,Inbound,Sullivan,0,,0,
89,4,Outbound,Clarendon Hill via Davis,0,,0,
89,5,Inbound,Sullivan,0,,0
89,5,Outbound,Clarendon Hill,0,,0
89,6,Inbound,Sullivan,0,,0
89,6,Outbound,Davis,0,,0
90,_,Inbound,Wellington,0,,0,
90,_,Outbound,Davis,0,,0,
91,_,Outbound,Sullivan,0,,0,
9109,_,Inbound,Powderhouse Square via Broadway,0,,0,
9111,_,Inbound,Main St & Bunker Hill,0,,0,
92,_,Inbound,Haymarket,0,,0,
92,_,Outbound,Sullivan,0,,0,
92,1,Inbound,Downtown,0,,0,
92,1,Outbound,Assembly via Sullivan,0,,0,
92,3,Inbound,Downtown,0,,0,
92,3,Outbound,Sullivan,0,,0,
92,7,Inbound,Haymarket,0,,0,
92,7,Outbound,Sullivan,0,,0,
93,_,Inbound,Haymarket,0,,0,
93,_,Outbound,Sullivan,0,,0,
93,1,Inbound,Downtown,0,,0,
93,1,Outbound,Sullivan,0,,0,
93,2,Inbound,Downtown via Navy Yard,0,,0,
93,2,Outbound,Sullivan via Navy Yard,0,,0,
93,4,Inbound,Haymarket,0,,0,
93,7,Inbound,Haymarket,0,,0,
94,1,Inbound,Davis,0,,0,
94,1,Outbound,Medford Square,0,,0,
93,7,Outbound,Sullivan,0,,0,
94,2,Outbound,Medford Square,0,,0,
85,_,Inbound,Kendall/MIT,0,,0,
85,_,Outbound,Spring Hill,0,,0,
88,_,Inbound,Lechmere,0,,0,
88,_,Outbound,Clarendon Hill,0,,0,
88,1,Outbound,Clarendon Hill,0,,0,
88,3,Inbound,Davis,0,,0,
89,1,Inbound,Sullivan,0,,0,
91,_,Inbound,Central Square,0,,0,
95,_,Inbound,Sullivan,0,,0,
95,_,Outbound,West Medford,0,,0,
95,2,Inbound,Fellsway Garage via High St,0,,0,
95,2,Outbound,West Medford via High St,0,,0,
95,3,Inbound,Sullivan Station via Mystic,0,,0,
95,3,Outbound,Arlington Center,0,,0,
95,5,Inbound,Fellsway Garage via Winthrop St,0,,0,
95,5,Outbound,Winthrop St & Brooks St via Medford Square,0,,0,
9507,_,Outbound,Bryant Ave & Upton St,0,,0,
96,_,Inbound,Harvard,0,,0,
96,_,Outbound,Medford Square,0,,0,
96,1,Inbound,Davis,0,,0,
96,1,Outbound,Medford Square,0,,0,
96,D,Inbound,Harvard,0,,0,
96,D,Outbound,Medford Square,0,,0,
9501,_,Inbound,Newbury Ave & Hollis Ave,0,,0,
9501,_,Outbound,Bryant Ave & Upton St,0,,0,
9502,_,Inbound,Water St & Granite Ave,0,,0,
9502,_,Outbound,Quincy Ave & Scammell St,0,,0,
960,1,Outbound,Harvard via Broadway,0,,0,
97,5,Inbound,Wellington,0,,0,
99,7,Inbound,Wellington,0,,0,
99,7,Outbound,Woodland Rd,0,,0,
99,8,Inbound,Wellington via Gateway Center,0,,0,
99,1,Inbound,Malden,0,,0,
99,8,Outbound,Woodland Rd via Gateway Center,0,,0,
110,2,Inbound,Wellington via Broadway,0,,0,
112,3,Outbound,Wellington via Admiral's Hill & Market Basket,0,,0,
57A,_,Inbound,Kenmore,0,,0,
57A,_,Outbound,Oak Square,0,,0,
70A,4,Inbound,University Park,0,,0,
70A,4,Outbound,North Waltham,0,,0,
09,1,Inbound,Copley,1,9,0,
553,1,Inbound,Downtown via Copley (Express),0,,0,
553,1,Outbound,Waltham via Copley (Express),0,,0,
217,2,Inbound,Bryant Ave & Upton St,0,,0,
217,3,Inbound,Ashmont,0,,0,
439,3,Inbound,Wonderland via Central Square,0,,0,
439,3,Outbound,Nahant via Central Square,0,,0,
465,1,Inbound,Salem Depot via North & Margin,0,,0,
